folder_name,area,width,mean_building_height,mean_building_height_side1,mean_building_height_side2,lh_ratio,direction,mrt_mean,mrt_min,mrt_max,dir_sin,dir_cos
width20_deg180_h5to5,2000.0,20.0,5.0,5,5,4.0,180,35.17,30.17,36.3,1.2246467991473532e-16,-1.0
width25_deg000_h10to10,2500.0,25.0,10.0,10,10,2.5,0,34.95,29.96,36.42,0.0,1.0
width25_deg000_h10to15,2500.0,25.0,12.5,10,15,2.0,0,35.0,29.84,36.54,0.0,1.0
width25_deg000_h10to20,2500.0,25.0,15.0,10,20,1.6666666666666667,0,35.08,29.9,36.73,0.0,1.0
width25_deg000_h10to25,2500.0,25.0,17.5,10,25,1.4285714285714286,0,35.16,30.03,36.97,0.0,1.0
width25_deg000_h15to15,2500.0,25.0,15.0,15,15,1.6666666666666667,0,34.89,29.83,36.56,0.0,1.0
width25_deg000_h15to20,2500.0,25.0,17.5,15,20,1.4285714285714286,0,34.99,29.9,36.65,0.0,1.0
width25_deg000_h15to25,2500.0,25.0,20.0,15,25,1.25,0,35.08,30.03,36.8,0.0,1.0
width25_deg000_h20to20,2500.0,25.0,20.0,20,20,1.25,0,34.74,29.82,36.75,0.0,1.0
width25_deg000_h20to25,2500.0,25.0,22.5,20,25,1.1111111111111112,0,34.85,29.95,36.96,0.0,1.0
width25_deg000_h25to25,2500.0,25.0,25.0,25,25,1.0,0,34.61,29.89,37.14,0.0,1.0
width25_deg000_h5to10,2500.0,25.0,7.5,5,10,3.3333333333333335,0,35.22,30.0,36.38,0.0,1.0
width25_deg000_h5to15,2500.0,25.0,10.0,5,15,2.5,0,35.23,29.84,36.44,0.0,1.0
width25_deg000_h5to20,2500.0,25.0,12.5,5,20,2.0,0,35.27,29.91,36.43,0.0,1.0
width25_deg000_h5to25,2500.0,25.0,15.0,5,25,1.6666666666666667,0,35.35,30.04,36.46,0.0,1.0
width25_deg000_h5to5,2500.0,25.0,5.0,5,5,5.0,0,35.43,30.2,36.34,0.0,1.0
width25_deg030_h10to10,2500.0000000000005,25.0,10.0,10,10,2.5,30,33.73,29.4,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h10to15,2500.0000000000005,25.0,12.5,10,15,2.0,30,33.57,28.92,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h10to20,2500.0000000000005,25.0,15.0,10,20,1.6666666666666667,30,33.53,29.01,36.87,0.49999999999999994,0.8660254037844387
width25_deg030_h10to25,2500.0000000000005,25.0,17.5,10,25,1.4285714285714286,30,33.47,28.41,36.94,0.49999999999999994,0.8660254037844387
width25_deg030_h15to15,2500.0000000000005,25.0,15.0,15,15,1.6666666666666667,30,33.11,28.89,36.87,0.49999999999999994,0.8660254037844387
width25_deg030_h15to20,2500.0000000000005,25.0,17.5,15,20,1.4285714285714286,30,33.09,29.01,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h15to25,2500.0000000000005,25.0,20.0,15,25,1.25,30,33.05,28.39,36.93,0.49999999999999994,0.8660254037844387
width25_deg030_h20to20,2500.0000000000005,25.0,20.0,20,20,1.25,30,32.61,28.87,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h20to25,2500.0000000000005,25.0,22.5,20,25,1.1111111111111112,30,32.57,28.27,36.93,0.49999999999999994,0.8660254037844387
width25_deg030_h25to25,2500.0000000000005,25.0,25.0,25,25,1.0,30,32.13,28.29,36.33,0.49999999999999994,0.8660254037844387
width25_deg030_h5to10,2500.0000000000005,25.0,7.5,5,10,3.3333333333333335,30,34.36,29.49,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h5to15,2500.0000000000005,25.0,10.0,5,15,2.5,30,34.17,28.93,36.88,0.49999999999999994,0.8660254037844387
width25_deg030_h5to20,2500.0000000000005,25.0,12.5,5,20,2.0,30,34.09,29.0,36.87,0.49999999999999994,0.8660254037844387
width25_deg030_h5to25,2500.0000000000005,25.0,15.0,5,25,1.6666666666666667,30,34.02,28.39,36.93,0.49999999999999994,0.8660254037844387
width25_deg030_h5to5,2500.0000000000005,25.0,5.0,5,5,5.0,30,34.7,29.43,36.64,0.49999999999999994,0.8660254037844387
width25_deg060_h10to10,2500.0,25.0,10.0,10,10,2.5,60,31.98,29.54,36.33,0.8660254037844386,0.5000000000000001
width25_deg060_h10to15,2500.0,25.0,12.5,10,15,2.0,60,31.59,28.81,36.34,0.8660254037844386,0.5000000000000001
width25_deg060_h10to20,2500.0,25.0,15.0,10,20,1.6666666666666667,60,31.44,28.87,36.36,0.8660254037844386,0.5000000000000001
width25_deg060_h10to25,2500.0,25.0,17.5,10,25,1.4285714285714286,60,31.29,28.35,36.38,0.8660254037844386,0.5000000000000001
width25_deg060_h15to15,2500.0,25.0,15.0,15,15,1.6666666666666667,60,30.96,28.78,36.33,0.8660254037844386,0.5000000000000001
width25_deg060_h15to20,2500.0,25.0,17.5,15,20,1.4285714285714286,60,30.84,28.74,36.34,0.8660254037844386,0.5000000000000001
width25_deg060_h15to25,2500.0,25.0,20.0,15,25,1.25,60,30.69,28.24,36.36,0.8660254037844386,0.5000000000000001
width25_deg060_h20to20,2500.0,25.0,20.0,20,20,1.25,60,30.43,28.67,36.33,0.8660254037844386,0.5000000000000001
width25_deg060_h20to25,2500.0,25.0,22.5,20,25,1.1111111111111112,60,30.3,28.25,36.34,0.8660254037844386,0.5000000000000001
width25_deg060_h25to25,2500.0,25.0,25.0,25,25,1.0,60,30.0,28.0,36.33,0.8660254037844386,0.5000000000000001
width25_deg060_h5to10,2500.0,25.0,7.5,5,10,3.3333333333333335,60,32.96,29.55,36.34,0.8660254037844386,0.5000000000000001
width25_deg060_h5to15,2500.0,25.0,10.0,5,15,2.5,60,32.53,29.61,36.36,0.8660254037844386,0.5000000000000001
width25_deg060_h5to20,2500.0,25.0,12.5,5,20,2.0,60,32.36,28.84,36.38,0.8660254037844386,0.5000000000000001
width25_deg060_h5to25,2500.0,25.0,15.0,5,25,1.6666666666666667,60,32.18,29.0,36.39,0.8660254037844386,0.5000000000000001
width25_deg060_h5to5,2500.0,25.0,5.0,5,5,5.0,60,33.68,30.17,36.33,0.8660254037844386,0.5000000000000001
width25_deg090_h10to10,2500.0,25.0,10.0,10,10,2.5,90,31.43,30.61,36.33,1.0,6.123233995736766e-17
width25_deg090_h10to15,2500.0,25.0,12.5,10,15,2.0,90,30.86,29.79,36.33,1.0,6.123233995736766e-17
width25_deg090_h10to20,2500.0,25.0,15.0,10,20,1.6666666666666667,90,30.55,29.14,36.34,1.0,6.123233995736766e-17
width25_deg090_h10to25,2500.0,25.0,17.5,10,25,1.4285714285714286,90,30.33,28.47,36.33,1.0,6.123233995736766e-17
width25_deg090_h15to15,2500.0,25.0,15.0,15,15,1.6666666666666667,90,30.29,29.21,36.33,1.0,6.123233995736766e-17
width25_deg090_h15to20,2500.0,25.0,17.5,15,20,1.4285714285714286,90,30.01,28.99,36.33,1.0,6.123233995736766e-17
width25_deg090_h15to25,2500.0,25.0,20.0,15,25,1.25,90,29.81,28.53,36.34,1.0,6.123233995736766e-17
width25_deg090_h20to20,2500.0,25.0,20.0,20,20,1.25,90,29.81,28.53,36.33,1.0,6.123233995736766e-17
width25_deg090_h20to25,2500.0,25.0,22.5,20,25,1.1111111111111112,90,29.62,28.11,36.33,1.0,6.123233995736766e-17
width25_deg090_h25to25,2500.0,25.0,25.0,25,25,1.0,90,29.43,27.98,36.33,1.0,6.123233995736766e-17
width25_deg090_h5to10,2500.0,25.0,7.5,5,10,3.3333333333333335,90,32.35,31.04,36.33,1.0,6.123233995736766e-17
width25_deg090_h5to15,2500.0,25.0,10.0,5,15,2.5,90,31.73,30.22,36.34,1.0,6.123233995736766e-17
width25_deg090_h5to20,2500.0,25.0,12.5,5,20,2.0,90,31.37,29.42,36.33,1.0,6.123233995736766e-17
width25_deg090_h5to25,2500.0,25.0,15.0,5,25,1.6666666666666667,90,31.17,29.44,36.34,1.0,6.123233995736766e-17
width25_deg090_h5to5,2500.0,25.0,5.0,5,5,5.0,90,33.3,31.66,36.33,1.0,6.123233995736766e-17
width25_deg120_h10to10,2500.0000000000005,25.0,10.0,10,10,2.5,120,31.93,29.63,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h10to15,2500.0000000000005,25.0,12.5,10,15,2.0,120,31.27,29.53,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h10to20,2500.0000000000005,25.0,15.0,10,20,1.6666666666666667,120,30.83,29.3,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h10to25,2500.0000000000005,25.0,17.5,10,25,1.4285714285714286,120,30.52,28.9,36.34,0.8660254037844387,-0.4999999999999998
width25_deg120_h15to15,2500.0000000000005,25.0,15.0,15,15,1.6666666666666667,120,30.87,29.02,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h15to20,2500.0000000000005,25.0,17.5,15,20,1.4285714285714286,120,30.46,28.73,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h15to25,2500.0000000000005,25.0,20.0,15,25,1.25,120,30.18,28.5,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h20to20,2500.0000000000005,25.0,20.0,20,20,1.25,120,30.34,28.7,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h20to25,2500.0000000000005,25.0,22.5,20,25,1.1111111111111112,120,30.08,28.27,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h25to25,2500.0000000000005,25.0,25.0,25,25,1.0,120,29.99,28.21,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h5to10,2500.0000000000005,25.0,7.5,5,10,3.3333333333333335,120,32.62,30.35,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h5to15,2500.0000000000005,25.0,10.0,5,15,2.5,120,31.92,30.25,36.33,0.8660254037844387,-0.4999999999999998
width25_deg120_h5to20,2500.0000000000005,25.0,12.5,5,20,2.0,120,31.45,29.95,36.34,0.8660254037844387,-0.4999999999999998
width25_deg120_h5to25,2500.0000000000005,25.0,15.0,5,25,1.6666666666666667,120,31.12,29.62,36.35,0.8660254037844387,-0.4999999999999998
width25_deg120_h5to5,2500.0000000000005,25.0,5.0,5,5,5.0,120,33.54,30.42,36.33,0.8660254037844387,-0.4999999999999998
width25_deg150_h10to10,2500.000000000001,25.0,10.0,10,10,2.5,150,33.58,29.61,37.02,0.49999999999999994,-0.8660254037844387
width25_deg150_h10to15,2500.000000000001,25.0,12.5,10,15,2.0,150,33.09,29.49,37.04,0.49999999999999994,-0.8660254037844387
width25_deg150_h10to20,2500.000000000001,25.0,15.0,10,20,1.6666666666666667,150,32.61,29.37,37.02,0.49999999999999994,-0.8660254037844387
width25_deg150_h10to25,2500.000000000001,25.0,17.5,10,25,1.4285714285714286,150,32.15,29.18,36.48,0.49999999999999994,-0.8660254037844387
width25_deg150_h15to15,2500.000000000001,25.0,15.0,15,15,1.6666666666666667,150,32.89,28.88,37.03,0.49999999999999994,-0.8660254037844387
width25_deg150_h15to20,2500.000000000001,25.0,17.5,15,20,1.4285714285714286,150,32.44,28.77,37.01,0.49999999999999994,-0.8660254037844387
width25_deg150_h15to25,2500.000000000001,25.0,20.0,15,25,1.25,150,31.99,28.67,36.46,0.49999999999999994,-0.8660254037844387
width25_deg150_h20to20,2500.000000000001,25.0,20.0,20,20,1.25,150,32.46,28.92,37.08,0.49999999999999994,-0.8660254037844387
width25_deg150_h20to25,2500.000000000001,25.0,22.5,20,25,1.1111111111111112,150,32.02,28.8,36.54,0.49999999999999994,-0.8660254037844387
width25_deg150_h25to25,2500.000000000001,25.0,25.0,25,25,1.0,150,32.01,28.33,36.61,0.49999999999999994,-0.8660254037844387
width25_deg150_h5to10,2500.000000000001,25.0,7.5,5,10,3.3333333333333335,150,33.89,29.54,36.74,0.49999999999999994,-0.8660254037844387
width25_deg150_h5to15,2500.000000000001,25.0,10.0,5,15,2.5,150,33.38,29.43,36.74,0.49999999999999994,-0.8660254037844387
width25_deg150_h5to20,2500.000000000001,25.0,12.5,5,20,2.0,150,32.87,29.31,36.72,0.49999999999999994,-0.8660254037844387
width25_deg150_h5to25,2500.000000000001,25.0,15.0,5,25,1.6666666666666667,150,32.39,29.22,36.38,0.49999999999999994,-0.8660254037844387
width25_deg150_h5to5,2500.000000000001,25.0,5.0,5,5,5.0,150,34.5,29.73,36.75,0.49999999999999994,-0.8660254037844387
width25_deg180_h10to10,2500.0,25.0,10.0,10,10,2.5,180,34.95,29.96,36.42,1.2246467991473532e-16,-1.0
width25_deg180_h10to15,2500.0,25.0,12.5,10,15,2.0,180,34.81,29.95,36.5,1.2246467991473532e-16,-1.0
width25_deg180_h10to20,2500.0,25.0,15.0,10,20,1.6666666666666667,180,34.54,29.79,36.51,1.2246467991473532e-16,-1.0
width25_deg180_h10to25,2500.0,25.0,17.5,10,25,1.4285714285714286,180,34.3,29.68,36.61,1.2246467991473532e-16,-1.0
width25_deg180_h15to15,2500.0,25.0,15.0,15,15,1.6666666666666667,180,34.89,29.83,36.56,1.2246467991473532e-16,-1.0
width25_deg180_h15to20,2500.0,25.0,17.5,15,20,1.4285714285714286,180,34.64,29.74,36.58,1.2246467991473532e-16,-1.0
width25_deg180_h15to25,2500.0,25.0,20.0,15,25,1.25,180,34.41,29.67,36.68,1.2246467991473532e-16,-1.0
width25_deg180_h20to20,2500.0,25.0,20.0,20,20,1.25,180,34.74,29.82,36.75,1.2246467991473532e-16,-1.0
width25_deg180_h20to25,2500.0,25.0,22.5,20,25,1.1111111111111112,180,34.51,29.76,36.83,1.2246467991473532e-16,-1.0
width25_deg180_h25to25,2500.0,25.0,25.0,25,25,1.0,180,34.61,29.89,37.14,1.2246467991473532e-16,-1.0
width25_deg180_h5to10,2500.0,25.0,7.5,5,10,3.3333333333333335,180,35.13,30.19,36.37,1.2246467991473532e-16,-1.0
width25_deg180_h5to15,2500.0,25.0,10.0,5,15,2.5,180,34.96,30.17,36.42,1.2246467991473532e-16,-1.0
width25_deg180_h5to20,2500.0,25.0,12.5,5,20,2.0,180,34.66,30.07,36.4,1.2246467991473532e-16,-1.0
width25_deg180_h5to25,2500.0,25.0,15.0,5,25,1.6666666666666667,180,34.4,29.98,36.47,1.2246467991473532e-16,-1.0
width25_deg180_h5to5,2500.0,25.0,5.0,5,5,5.0,180,35.43,30.2,36.34,1.2246467991473532e-16,-1.0
width30_deg000_h10to10,3000.0,30.0,10.0,10,10,3.0,0,35.11,30.23,36.45,0.0,1.0
width30_deg000_h10to15,3000.0,30.0,12.5,10,15,2.4,0,35.1,29.76,36.48,0.0,1.0
width30_deg000_h10to20,3000.0,30.0,15.0,10,20,2.0,0,35.16,29.87,36.65,0.0,1.0
width30_deg000_h10to25,3000.0,30.0,17.5,10,25,1.7142857142857142,0,35.24,29.91,36.78,0.0,1.0
width30_deg000_h15to15,3000.0,30.0,15.0,15,15,2.0,0,34.98,29.75,36.64,0.0,1.0
width30_deg000_h15to20,3000.0,30.0,17.5,15,20,1.7142857142857142,0,35.06,29.87,36.76,0.0,1.0
width30_deg000_h15to25,3000.0,30.0,20.0,15,25,1.5,0,35.16,29.91,37.0,0.0,1.0
width30_deg000_h20to20,3000.0,30.0,20.0,20,20,1.5,0,34.86,29.79,36.76,0.0,1.0
width30_deg000_h20to25,3000.0,30.0,22.5,20,25,1.3333333333333333,0,34.96,29.83,36.94,0.0,1.0
width30_deg000_h25to25,3000.0,30.0,25.0,25,25,1.2,0,34.77,29.76,37.05,0.0,1.0
width30_deg000_h5to10,3000.0,30.0,7.5,5,10,4.0,0,35.36,30.24,36.38,0.0,1.0
width30_deg000_h5to15,3000.0,30.0,10.0,5,15,3.0,0,35.33,29.76,36.44,0.0,1.0
width30_deg000_h5to20,3000.0,30.0,12.5,5,20,2.4,0,35.37,29.88,36.45,0.0,1.0
width30_deg000_h5to25,3000.0,30.0,15.0,5,25,2.0,0,35.43,29.92,36.44,0.0,1.0
width30_deg000_h5to5,3000.0,30.0,5.0,5,5,6.0,0,35.55,30.21,36.35,0.0,1.0
width30_deg030_h10to10,3000.000000000001,30.0,10.0,10,10,3.0,30,34.09,29.36,36.93,0.49999999999999994,0.8660254037844387
width30_deg030_h10to15,3000.000000000001,30.0,12.5,10,15,2.4,30,33.86,28.8,36.92,0.49999999999999994,0.8660254037844387
width30_deg030_h10to20,3000.000000000001,30.0,15.0,10,20,2.0,30,33.82,28.98,36.92,0.49999999999999994,0.8660254037844387
width30_deg030_h10to25,3000.000000000001,30.0,17.5,10,25,1.7142857142857142,30,33.77,28.99,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h15to15,3000.000000000001,30.0,15.0,15,15,2.0,30,33.44,28.77,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h15to20,3000.000000000001,30.0,17.5,15,20,1.7142857142857142,30,33.43,28.96,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h15to25,3000.000000000001,30.0,20.0,15,25,1.5,30,33.39,29.0,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h20to20,3000.000000000001,30.0,20.0,20,20,1.5,30,33.02,28.87,36.94,0.49999999999999994,0.8660254037844387
width30_deg030_h20to25,3000.000000000001,30.0,22.5,20,25,1.3333333333333333,30,33.0,29.01,36.94,0.49999999999999994,0.8660254037844387
width30_deg030_h25to25,3000.000000000001,30.0,25.0,25,25,1.2,30,32.63,28.74,36.9,0.49999999999999994,0.8660254037844387
width30_deg030_h5to10,3000.000000000001,30.0,7.5,5,10,4.0,30,34.64,29.46,36.92,0.49999999999999994,0.8660254037844387
width30_deg030_h5to15,3000.000000000001,30.0,10.0,5,15,3.0,30,34.38,28.86,36.92,0.49999999999999994,0.8660254037844387
width30_deg030_h5to20,3000.000000000001,30.0,12.5,5,20,2.4,30,34.32,28.97,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h5to25,3000.000000000001,30.0,15.0,5,25,2.0,30,34.26,28.98,36.91,0.49999999999999994,0.8660254037844387
width30_deg030_h5to5,3000.000000000001,30.0,5.0,5,5,6.0,30,34.94,29.75,36.64,0.49999999999999994,0.8660254037844387
width30_deg060_h10to10,3000.0,30.0,10.0,10,10,3.0,60,32.51,30.03,36.33,0.8660254037844386,0.5000000000000001
width30_deg060_h10to15,3000.0,30.0,12.5,10,15,2.4,60,32.13,29.55,36.34,0.8660254037844386,0.5000000000000001
width30_deg060_h10to20,3000.0,30.0,15.0,10,20,2.0,60,31.88,28.8,36.35,0.8660254037844386,0.5000000000000001
width30_deg060_h10to25,3000.0,30.0,17.5,10,25,1.7142857142857142,60,31.75,28.82,36.36,0.8660254037844386,0.5000000000000001
width30_deg060_h15to15,3000.0,30.0,15.0,15,15,2.0,60,31.48,29.5,36.33,0.8660254037844386,0.5000000000000001
width30_deg060_h15to20,3000.0,30.0,17.5,15,20,1.7142857142857142,60,31.24,28.75,36.34,0.8660254037844386,0.5000000000000001
width30_deg060_h15to25,3000.0,30.0,20.0,15,25,1.5,60,31.14,28.77,36.35,0.8660254037844386,0.5000000000000001
width30_deg060_h20to20,3000.0,30.0,20.0,20,20,1.5,60,30.78,28.7,36.33,0.8660254037844386,0.5000000000000001
width30_deg060_h20to25,3000.0,30.0,22.5,20,25,1.3333333333333333,60,30.68,28.69,36.34,0.8660254037844386,0.5000000000000001
width30_deg060_h25to25,3000.0,30.0,25.0,25,25,1.2,60,30.38,28.21,36.33,0.8660254037844386,0.5000000000000001
width30_deg060_h5to10,3000.0,30.0,7.5,5,10,4.0,60,33.4,30.18,36.34,0.8660254037844386,0.5000000000000001
width30_deg060_h5to15,3000.0,30.0,10.0,5,15,3.0,60,33.02,29.56,36.35,0.8660254037844386,0.5000000000000001
width30_deg060_h5to20,3000.0,30.0,12.5,5,20,2.4,60,32.73,28.79,36.36,0.8660254037844386,0.5000000000000001
width30_deg060_h5to25,3000.0,30.0,15.0,5,25,2.0,60,32.57,28.8,36.38,0.8660254037844386,0.5000000000000001
width30_deg060_h5to5,3000.0,30.0,5.0,5,5,6.0,60,34.07,30.19,36.33,0.8660254037844386,0.5000000000000001
width30_deg090_h10to10,3000.0,30.0,10.0,10,10,3.0,90,31.91,30.73,35.92,1.0,6.123233995736766e-17
width30_deg090_h10to15,3000.0,30.0,12.5,10,15,2.4,90,31.32,30.2,35.01,1.0,6.123233995736766e-17
width30_deg090_h10to20,3000.0,30.0,15.0,10,20,2.0,90,30.93,29.83,34.93,1.0,6.123233995736766e-17
width30_deg090_h10to25,3000.0,30.0,17.5,10,25,1.7142857142857142,90,30.66,29.11,34.08,1.0,6.123233995736766e-17
width30_deg090_h15to15,3000.0,30.0,15.0,15,15,2.0,90,30.69,29.75,34.97,1.0,6.123233995736766e-17
width30_deg090_h15to20,3000.0,30.0,17.5,15,20,1.7142857142857142,90,30.33,29.16,34.1,1.0,6.123233995736766e-17
width30_deg090_h15to25,3000.0,30.0,20.0,15,25,1.5,90,30.08,29.03,34.08,1.0,6.123233995736766e-17
width30_deg090_h20to20,3000.0,30.0,20.0,20,20,1.5,90,29.97,29.22,34.07,1.0,6.123233995736766e-17
width30_deg090_h20to25,3000.0,30.0,22.5,20,25,1.3333333333333333,90,29.72,28.47,33.29,1.0,6.123233995736766e-17
width30_deg090_h25to25,3000.0,30.0,25.0,25,25,1.2,90,29.49,28.48,33.25,1.0,6.123233995736766e-17
width30_deg090_h5to10,3000.0,30.0,7.5,5,10,4.0,90,32.79,31.3,36.0,1.0,6.123233995736766e-17
width30_deg090_h5to15,3000.0,30.0,10.0,5,15,3.0,90,32.18,30.91,35.92,1.0,6.123233995736766e-17
width30_deg090_h5to20,3000.0,30.0,12.5,5,20,2.4,90,31.77,30.25,35.04,1.0,6.123233995736766e-17
width30_deg090_h5to25,3000.0,30.0,15.0,5,25,2.0,90,31.48,29.39,34.93,1.0,6.123233995736766e-17
width30_deg090_h5to5,3000.0,30.0,5.0,5,5,6.0,90,33.66,31.67,36.07,1.0,6.123233995736766e-17
width30_deg120_h10to10,2999.999999999999,30.0,10.0,10,10,3.0,120,32.48,30.38,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h10to15,2999.999999999999,30.0,12.5,10,15,2.4,120,31.82,29.89,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h10to20,2999.999999999999,30.0,15.0,10,20,2.0,120,31.32,29.85,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h10to25,2999.999999999999,30.0,17.5,10,25,1.7142857142857142,120,31.0,29.59,36.34,0.8660254037844387,-0.4999999999999998
width30_deg120_h15to15,2999.999999999999,30.0,15.0,15,15,2.0,120,31.38,29.51,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h15to20,2999.999999999999,30.0,17.5,15,20,1.7142857142857142,120,30.92,29.36,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h15to25,2999.999999999999,30.0,20.0,15,25,1.5,120,30.61,28.95,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h20to20,2999.999999999999,30.0,20.0,20,20,1.5,120,30.68,28.71,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h20to25,2999.999999999999,30.0,22.5,20,25,1.3333333333333333,120,30.39,28.63,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h25to25,2999.999999999999,30.0,25.0,25,25,1.2,120,30.34,28.68,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h5to10,2999.999999999999,30.0,7.5,5,10,4.0,120,33.11,30.4,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h5to15,2999.999999999999,30.0,10.0,5,15,3.0,120,32.43,30.3,36.33,0.8660254037844387,-0.4999999999999998
width30_deg120_h5to20,2999.999999999999,30.0,12.5,5,20,2.4,120,31.91,30.27,36.34,0.8660254037844387,-0.4999999999999998
width30_deg120_h5to25,2999.999999999999,30.0,15.0,5,25,2.0,120,31.58,29.97,36.36,0.8660254037844387,-0.4999999999999998
width30_deg120_h5to5,2999.999999999999,30.0,5.0,5,5,6.0,120,33.92,30.46,36.33,0.8660254037844387,-0.4999999999999998
width30_deg150_h10to10,3000.000000000001,30.0,10.0,10,10,3.0,150,33.94,29.61,36.95,0.49999999999999994,-0.8660254037844387
width30_deg150_h10to15,3000.000000000001,30.0,12.5,10,15,2.4,150,33.51,29.5,36.94,0.49999999999999994,-0.8660254037844387
width30_deg150_h10to20,3000.000000000001,30.0,15.0,10,20,2.0,150,33.1,29.39,36.97,0.49999999999999994,-0.8660254037844387
width30_deg150_h10to25,3000.000000000001,30.0,17.5,10,25,1.7142857142857142,150,32.7,29.3,36.93,0.49999999999999994,-0.8660254037844387
width30_deg150_h15to15,3000.000000000001,30.0,15.0,15,15,2.0,150,33.26,29.35,37.04,0.49999999999999994,-0.8660254037844387
width30_deg150_h15to20,3000.000000000001,30.0,17.5,15,20,1.7142857142857142,150,32.86,28.79,37.09,0.49999999999999994,-0.8660254037844387
width30_deg150_h15to25,3000.000000000001,30.0,20.0,15,25,1.5,150,32.48,28.7,37.05,0.49999999999999994,-0.8660254037844387
width30_deg150_h20to20,3000.000000000001,30.0,20.0,20,20,1.5,150,32.85,28.85,37.08,0.49999999999999994,-0.8660254037844387
width30_deg150_h20to25,3000.000000000001,30.0,22.5,20,25,1.3333333333333333,150,32.48,28.78,37.05,0.49999999999999994,-0.8660254037844387
width30_deg150_h25to25,3000.000000000001,30.0,25.0,25,25,1.2,150,32.48,28.86,37.04,0.49999999999999994,-0.8660254037844387
width30_deg150_h5to10,3000.000000000001,30.0,7.5,5,10,4.0,150,34.28,30.1,36.76,0.49999999999999994,-0.8660254037844387
width30_deg150_h5to15,3000.000000000001,30.0,10.0,5,15,3.0,150,33.84,29.99,36.74,0.49999999999999994,-0.8660254037844387
width30_deg150_h5to20,3000.000000000001,30.0,12.5,5,20,2.4,150,33.42,29.88,36.77,0.49999999999999994,-0.8660254037844387
width30_deg150_h5to25,3000.000000000001,30.0,15.0,5,25,2.0,150,33.0,29.79,36.73,0.49999999999999994,-0.8660254037844387
width30_deg150_h5to5,3000.000000000001,30.0,5.0,5,5,6.0,150,34.79,30.25,36.76,0.49999999999999994,-0.8660254037844387
width30_deg180_h10to10,3000.0,30.0,10.0,10,10,3.0,180,35.11,30.23,36.45,1.2246467991473532e-16,-1.0
width30_deg180_h10to15,3000.0,30.0,12.5,10,15,2.4,180,34.97,30.21,36.53,1.2246467991473532e-16,-1.0
width30_deg180_h10to20,3000.0,30.0,15.0,10,20,2.0,180,34.73,30.09,36.53,1.2246467991473532e-16,-1.0
width30_deg180_h10to25,3000.0,30.0,17.5,10,25,1.7142857142857142,180,34.52,30.01,36.55,1.2246467991473532e-16,-1.0
width30_deg180_h15to15,3000.0,30.0,15.0,15,15,2.0,180,34.98,29.75,36.64,1.2246467991473532e-16,-1.0
width30_deg180_h15to20,3000.0,30.0,17.5,15,20,1.7142857142857142,180,34.76,29.67,36.64,1.2246467991473532e-16,-1.0
width30_deg180_h15to25,3000.0,30.0,20.0,15,25,1.5,180,34.56,29.6,36.65,1.2246467991473532e-16,-1.0
width30_deg180_h20to20,3000.0,30.0,20.0,20,20,1.5,180,34.86,29.79,36.76,1.2246467991473532e-16,-1.0
width30_deg180_h20to25,3000.0,30.0,22.5,20,25,1.3333333333333333,180,34.66,29.72,36.82,1.2246467991473532e-16,-1.0
width30_deg180_h25to25,3000.0,30.0,25.0,25,25,1.2,180,34.77,29.76,37.05,1.2246467991473532e-16,-1.0
width30_deg180_h5to10,3000.0,30.0,7.5,5,10,4.0,180,35.29,30.2,36.4,1.2246467991473532e-16,-1.0
width30_deg180_h5to15,3000.0,30.0,10.0,5,15,3.0,180,35.13,30.18,36.48,1.2246467991473532e-16,-1.0
width30_deg180_h5to20,3000.0,30.0,12.5,5,20,2.4,180,34.87,30.08,36.45,1.2246467991473532e-16,-1.0
